SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
HINDMOTORS,BE,9.75,5002313.3,496195
HINDNATGLS,EQ,137.75,7280.35,53
HINDOILEXP,EQ,121,82148756.7,674711
HINDUJAVEN,EQ,836.25,11544875.15,13836
HIRECT,EQ,133.25,3528053.7,26172
HISARMETAL,EQ,95.15,301719.5,3180
HITECH,SM,393.25,22586650,57500
HITECHCORP,EQ,160.5,1194941.5,7302
HITECHGEAR,EQ,437.8,2928570.55,6624
HMT,BZ,34.4,51856.45,1514
HMVL,EQ,249.4,1154312.2,4636
HNGSNGBEES,EQ,3220,22540.01,7
HONAUT,EQ,16667.55,10358554.55,617
HONDAPOWER,EQ,1440.85,15227806.2,10440
HOTELEELA,EQ,20.75,12752247.35,607609
HOVS,EQ,276.05,5055165.3,18155
HPL,EQ,139.55,10050728.25,70889
HSCL,EQ,165.05,183352624.1,1110841
HSIL,EQ,426.25,16420355.25,38045
HTMEDIA,EQ,93.55,11276356,119733
HUBTOWN,EQ,97.4,50531846.2,516406
HUDCO,EQ,83.75,281587760.6,3389959
HUDCO,N2,1143.86,7240049.6,6338
HUDCO,NE,1282.21,958989.5,750
HUDCO,N3,1079.59,9397359.94,8763
HUDCO,ND,1214,24265,20
HUDCO,N5,1103.5,395535,360
IBREALEST,EQ,221.9,2065173723,9190821
IBULHSGFIN,NA,1098.99,164838.47,153
IBVENTURES,EQ,253.5,560543485.2,2208176
ICEMAKE,SM,101.55,2879400,28000
ICICIGI,EQ,815.2,228871026.5,281637
ICIL,EQ,98,82701358.3,833792
ICRA,EQ,3966.25,16755519.75,4217
ICSA,BE,3.7,89254.7,24009
IDBI,EQ,61.8,505447260.8,8099023
IDBIGOLD,EQ,2869,232136,81
IDFC,EQ,51.75,123450349.6,2385375
IDFCBANK,EQ,53.1,569472957.9,10752129
IDFCBANK,N1,4950,39600,8
IDFCBANK,N5,4824,52675,11
IDFCBANK,N4,8040,64360,8
IDFCBANK,NE,7780,31060.02,4
IDFCBANK,NA,8416.11,100992.54,12
IDFCBANK,N2,8460,245180.04,29
IDFCBANK,N6,8302,66408,8
IDFCBANK,N3,4860,9720,2
IDFCBANK,NC,8046,281552.04,35
IDFNIFTYET,EQ,106.43,210719.89,2003
IEX,EQ,1535.6,7276419,4722
IFBAGRO,EQ,684.95,2044349.55,2992
IFBIND,EQ,1300.5,4790792.8,3694
IFCI,EQ,23.1,190395994.5,8192040
IFCI,NJ,1001,101101,101
IFCI,NF,1010.1,101010.5,100
IFCI,NE,1024.95,100097.6,98
IFCI,NH,1027,1422439.23,1385
IFCI,NC,1010,404005,400
IFGLEXPOR,EQ,286.4,3642083.25,12664
IGARASHI,EQ,833.4,18257421.05,22208
IGL,EQ,295.05,532172988.9,1786150
IGPL,EQ,719.3,19391390.8,26637
IIFCL,N4,1255.21,140815.79,112
IIFCL,N2,1100.4,280039.21,250
IIFL,EQ,773.8,126480358.3,163589
IIFLFIN,NA,1031.05,980471.5,950
IIFLFIN,N5,1025.64,511924.06,498
IIFLFIN,N7,1900,19000,10
IIFLFIN,N6,1127.6,50619,45
IIHFL,N2,1068.99,979045.24,916
IIHFL,N1,1024.55,1162660.91,1135
IITL,EQ,101,17283.5,170
IL&FSENGG,EQ,45.7,3420002.35,74109
IL&FSTRANS,EQ,72.15,16823681.95,231210
IMFA,EQ,605.2,18810866.45,31003
IMPAL,EQ,1125.35,10360473,9202
IMPEXFERRO,EQ,1.15,47217.95,40961
INDBANK,BE,26.4,1635202.5,61525
INDHOTEL,EQ,133.2,114225165.6,848112
INDIACEM,EQ,156.3,398442037.2,2537058
INDIAGLYCO,EQ,520.85,146016578.8,277922
INDIANB,EQ,336.95,293252943.9,860437
INDIANCARD,EQ,177.55,439531.85,2456
INDIANHUME,EQ,375.95,6600875.25,17421
INDIGRID,IV,91.95,14553704.97,158193
INDLMETER,EQ,113.4,572251.5,5025
INDNIPPON,EQ,1003.85,3961900.35,3938
INDOCO,EQ,265.25,48350231.75,180621
INDORAMA,EQ,35.55,6680302.35,185471
INDOSOLAR,BE,8.75,3492112.45,396262
INDOTECH,EQ,196.8,2407900.85,12203
INDOTHAI,EQ,84.95,7711723.15,89567
INDOWIND,BE,9.25,938960.65,102396
INDRAMEDCO,EQ,55.4,4700188,84344
INDSWFTLAB,EQ,78.15,10761764.35,138900
INDSWFTLTD,EQ,9.5,118856.2,12500
INDTERRAIN,EQ,188.2,20462402.05,108007
INEOSSTYRO,EQ,951.1,3598635.6,3786
INFIBEAM,EQ,160.4,537427535.2,3338767
INFINITE,EQ,484.65,58018091.4,118433
INFOBEAN,SM,77,783100,10000
INFRABEES,EQ,349.74,514089.82,1457
INGERRAND,EQ,759.6,15095242.8,19804
INNOVANA,SM,241.4,7063000,30000
INNOVATIVE,SM,50.95,2461350,48000
INOXLEISUR,EQ,301.35,169828439.8,566439
INOXWIND,EQ,135.6,49656485.45,367261
INSECTICID,EQ,776.85,12967497.65,16597
INTELLECT,EQ,183.35,94087172.25,502473
INTENTECH,EQ,80.65,14027884.4,172287
INVENTURE,EQ,15.9,4478589.3,299449
IOB,EQ,20.35,18349514.05,894504
IOLCP,EQ,82.15,14800652.7,177309
IPAPPM,EQ,319.65,17083050.3,53104
IPCALAB,EQ,626.5,192462121.5,311158
IRB,EQ,229.95,459403640.8,2007597
IRBINVIT,IV,84.13,14304950,170000
IRFC,N9,1180,70700,60
IRFC,N1,1090,6537.15,6
IRFC,N4,1102,1103100,1001
IRFC,NO,1140,3437433.11,3026
IRFC,NJ,1125,270000,240
IRFC,NA,1255,529187.9,420
IRFC,NI,1084.4,75840,70
IRFC,N2,1148,369495.64,322
IRFC,NN,1071,107100,100
ISFT,EQ,597.7,20381660.6,34405
ISMTLTD,EQ,14.8,1285330.7,86437
ITDC,EQ,447.7,3176242.45,7042
ITDCEM,EQ,184.1,32557220.75,173535
ITI,EQ,117.8,67698309.55,571057
IVC,EQ,21.45,19861750.4,912526
IVP,EQ,210.5,3825714.8,18340
IVRCLINFRA,EQ,4.7,1478389.75,310234
IVZINGOLD,EQ,2830,50872.75,18
IZMO,EQ,100.8,55827232.55,544869
J&KBANK,EQ,69.55,24953596.35,358950
JAGRAN,EQ,164.5,6275973.65,37921
JAGSNPHARM,EQ,33.1,292125.4,8855
JAIBALAJI,EQ,13.75,204639.85,14453
JAICORPLTD,EQ,162.8,202288236.7,1228529
JALAN,SM,56.15,1559550,27000
JAMNAAUTO,EQ,79,94120964.9,1194929
JASH,SM,167.2,4440900,26400
JAYAGROGN,EQ,385.2,12987859.3,33812
JAYBARMARU,EQ,471.85,6068100.25,12752
JAYNECOIND,EQ,9.05,2657272.8,291249
JAYSREETEA,EQ,102.85,3300989,31967
JBCHEPHARM,EQ,307.8,11626025.05,37369
JBFIND,EQ,169.9,8568870.5,50051
JBMA,EQ,459.35,29796247.4,63698
JCHAC,EQ,2300.25,7550840.5,3283
JENSONICOL,BE,4.15,29095,7000
JETAIRWAYS,EQ,739.95,3968826443,5252159
JETFREIGHT,SM,102.9,1210200,12000
JETKNIT,SM,112,874500,7500
JHS,EQ,65.85,11086663.9,166459
JINDALPHOT,EQ,65.35,278802.25,4238
JINDALPOLY,EQ,352.9,25183199.6,70476
JINDALSAW,EQ,132.45,155956706.6,1171499
JINDALSTEL,EQ,251.5,3570520453,13825697
JINDCOT,BZ,8.15,77787.25,9912
JINDRILL,EQ,162.55,6063174.85,36850
JINDWORLD,EQ,622.95,54152257.55,85765
JISLDVREQS,EQ,71.4,4983416.95,69401
JISLJALEQS,EQ,118.8,819039497.6,6857458
JITFINFRA,BE,41.65,420863.3,10084
JKCEMENT,EQ,1024.6,14428555.6,14058
JKIL,EQ,328.4,37819347.05,112004
JKLAKSHMI,EQ,420.75,33746405.6,79428
JKPAPER,EQ,138.15,61005356.2,439728
JKTYRE,EQ,164.65,154087213.9,913500
JMA,EQ,253.5,1282937.75,5024
JMCPROJECT,EQ,592,12423452.5,21018
JMFINANCIL,EQ,156.45,83397755.25,531287
JMTAUTOLTD,EQ,4.85,959591.65,195779
JOCIL,EQ,174.1,276239.4,1581
JPASSOCIAT,EQ,17.35,520624259.2,29986556
JPINFRATEC,EQ,14,23396210.85,1656532
JPOLYINVST,EQ,65.25,355463.6,5490
JPPOWER,EQ,6.15,10501024.55,1702434
JSL,EQ,108.55,60053166.15,537089
JSLHISAR,EQ,201.55,80240043,390778
JSWENERGY,EQ,80.1,132063007.9,1650445
JSWHL,EQ,1706.6,7782995.2,4494
JSWSTEEL,P2,8.85,149239.75,16835
JUBILANT,EQ,931.75,288958451.8,309794
JUBLFOOD,EQ,1951.65,2148120671,1086108
JUBLINDS,EQ,199.4,4656137.9,23155
JUNIORBEES,EQ,301.34,5305252.25,17568
JUSTDIAL,EQ,464.9,1148345904,2465281
JVLAGRO,EQ,28.5,25905238.65,898512
JYOTHYLAB,EQ,347.85,10584267.4,30275
JYOTISTRUC,EQ,10.25,5201743.15,513910
KABRAEXTRU,EQ,129.15,6580303.8,51088
KAJARIACER,EQ,593.6,597540941.1,1000868
KAKATCEM,EQ,299,3574875.25,11884
KALPATPOWR,EQ,469.65,61115374.6,128536
KALYANIFRG,BE,317.35,130194.35,414
KAMATHOTEL,EQ,113.05,10780418.6,94915
KAMDHENU,EQ,246.4,5218767.6,20785
KANANIIND,EQ,9.9,266091.9,26776
KANORICHEM,EQ,78.1,10189643.3,129033
KANSAINER,EQ,487.15,60442260.35,122934
KARMAENG,EQ,37.4,56532.6,1492
KARURVYSYA,EQ,111.05,100990494.8,915063
KAUSHALYA,EQ,3.2,84938.9,26577
KAVVERITEL,EQ,10.95,42435.3,3902
KAYA,EQ,929,17743153.95,18984
KCP,EQ,128.5,18662285.45,143711
KCPSUGIND,EQ,27.45,4425418.85,160758
KDDL,BE,370.65,2150051.55,5615
KEC,EQ,391.4,944833082.4,2347007
KECL,EQ,39.3,3857108.4,97545
KEI,EQ,385.2,76531873.4,199073
KELLTONTEC,EQ,123.95,9774114.95,78287
KERNEX,BZ,44.1,938040.7,21279
KESARENT,EQ,59.35,484364.65,7934
KESORAMIND,EQ,130.7,47934294.85,364609
KGL,BE,2.65,780610.5,294570
KHADIM,EQ,705.95,9659076.35,13724
KHAITANLTD,BE,52.25,100795.4,1958
KHANDSE,EQ,22.85,45862.7,2052
KICL,EQ,2315.55,3845208.45,1652
KILITCH,EQ,94.55,3457679.1,35355
KINGFA,BE,1002.7,4958015.85,4889
KIOCL,EQ,302.85,7774834.85,25342
KIRIINDUS,EQ,513.25,133225389.6,257454
KIRLOSBROS,EQ,340.25,14861037.65,42912
KIRLOSENG,EQ,373,1706066.5,4505
KIRLOSIND,EQ,1240.85,276693.15,222
KITEX,EQ,232.75,32022455.05,137279
KKCL,EQ,1542.5,761121.35,491
KMSUGAR,EQ,16.1,1955788.2,120936
KNRCON,EQ,316.3,52478456.45,163774
KOHINOOR,EQ,70.45,15965940.65,222607
KOKUYOCMLN,EQ,125,6677203.5,53103
KOLTEPATIL,EQ,344.6,59735524.5,169699
KOPRAN,EQ,72.2,16652246.65,226530
KOTAKBKETF,EQ,256.07,2044557.67,7922
KOTAKGOLD,EQ,270.95,14962643.55,55437
KOTAKNIFTY,EQ,105.91,2095625.78,19680
KOTAKNV20,EQ,49.3,18238.5,368
KOTAKPSUBK,EQ,321.63,2380161.74,7353
KOTARISUG,EQ,15.35,727554.9,46944
KOTHARIPET,EQ,25.65,891533.2,34927
KOTHARIPRO,EQ,193.3,1670616.95,8523
KPIT,EQ,205.9,554873817,2659057
KPRMILL,EQ,675.9,13950225,20354
KRBL,EQ,599.95,150141995.4,247445
KREBSBIO,BE,163.85,938573.5,5818
KRIDHANINF,EQ,111.4,31625159.45,280420
KSBPUMPS,EQ,800,6949745.2,8609
KSCL,EQ,459.5,105695390.8,227306
KSERASERA,BE,0.3,1089964.3,3570987
KSK,BE,13.15,7992293.55,600505
KSL,EQ,322,18334857.65,56832
KTIL,EQ,155.65,3170286.35,20205
KTKBANK,EQ,133.85,198980431.4,1482475
KWALITY,EQ,85.35,190700810.2,2238466
L&TFH,EQ,160.55,803816839.1,4903134
L&TFINANCE,N4,1065,71305,67
L&TINFRA,N1,976.52,74663.65,75
L&TINFRA,N3,975,63315.25,65
L&TINFRA,N2,1645.05,216938.81,132
L&TINFRA,N6,1680.05,330833,197
L&TINFRA,N5,1049,83824,80
L&TINFRA,N4,1620.5,296264.4,183
LAKPRE,EQ,46.15,60972.25,1301
LAKSHMIEFL,EQ,26.6,1497606.4,55971
LAKSHVILAS,EQ,121.6,85255845.35,699159
LALPATHLAB,EQ,914.95,34293043.35,37776
LAMBODHARA,EQ,77.55,10766248.85,135373
LAOPALA,EQ,631.4,5847412.9,9242
LASA,BE,135.2,23173514.75,170735
LAURUSLABS,EQ,525.3,17870731.65,34039
LAXMIMACH,EQ,5865.85,12739501.75,2170
LCCINFOTEC,BE,0.8,322778.95,394961
LEEL,EQ,252.7,36787241.25,144238
LEXUS,SM,109,657000,6000
LFIC,BE,122.95,39176.05,345
LGBBROSLTD,EQ,1065.5,11202686.9,10528
LIBAS,SM,104.75,209500,2000
LIBERTSHOE,EQ,224.8,7783612.35,34098
LICNETFGSC,EQ,16.01,816.99,51
LICNETFN50,EQ,109.2,765.15,7
LICNETFSEN,EQ,342.4,106000.29,296
LICNFNHGP,EQ,103.8,21170.55,204
LINCOLN,EQ,224.55,6339439.65,28012
LINCPEN,EQ,430.85,14305491.85,33058
LINDEINDIA,EQ,498.75,6652613.75,13344
LIQUIDBEES,EQ,1000,1885103055,1885097
LITL,BE,1.3,542388.6,417222
LML,EQ,9.15,1480150.35,161296
LOKESHMACH,EQ,65.5,3002471.5,45411
LOTUSEYE,EQ,32.5,296425,9010
LOVABLE,EQ,225.45,10495079.3,46174
LPDC,EQ,4.55,119245.6,25667
LSIL,BE,1.8,200458.8,111366
LTI,EQ,1472.45,137803349.9,93047
LTTS,EQ,1395.7,135490999.1,95518
LUMAXIND,EQ,2249.5,25036568.35,10978
LUMAXTECH,EQ,793.15,11709420.45,14589
LUXIND,EQ,1699.85,87244342.1,51037
LYCOS,BE,5.55,2150859.1,389887
LYKALABS,EQ,58.75,3924939.65,67094
LYPSAGEMS,EQ,32.95,3770857.6,112691
M&MFIN,EQ,439.3,547098506.6,1229874
M100,EQ,21.88,215975.19,9863
M50,EQ,101.12,89672.18,886
MAANALU,EQ,150.95,2114170,13994
MADHAV,EQ,63.1,3074304.5,47638
MADHUCON,EQ,28.4,3312398.3,117223
MADRASFERT,EQ,35.6,6628383.7,184832
MAGADSUGAR,EQ,162.9,897304.5,5500
MAGMA,EQ,166.85,4840113.9,29027
MAGNUM,EQ,13.7,492630.2,35216
MAHABANK,EQ,18.45,21269471.4,1147275
MAHASTEEL,EQ,77.75,1473767.1,18686
MAHESHWARI,SM,180.05,4509800,25000
MAHINDCIE,EQ,218.5,21195200.3,96679
MAHLIFE,EQ,455.5,10585754.2,23256
MAHLOG,EQ,466.75,10896493.65,23520
MAHSCOOTER,EQ,2446.2,2745724.9,1126
MAHSEAMLES,EQ,476.05,39668865.05,82501
MAITHANALL,EQ,890.7,106963035.7,119804
MAJESCO,EQ,489.5,39169140.2,79628
MALUPAPER,EQ,38.9,730575.45,18470
MANAKALUCO,EQ,11.4,326387.4,28478
MANAKCOAT,EQ,15.9,772866.95,47779
MANAKSIA,EQ,62.2,1076295.85,17217
MANAKSTEEL,EQ,38.5,2543839.7,67058
MANALIPETC,EQ,37.15,25368285.95,674739
MANAPPURAM,EQ,110.05,724389635.8,6588286
MANAV,SM,18.55,74200,4000
MANDHANA,EQ,6.8,305059.8,44720
MANGALAM,EQ,165.6,9064490.55,54182
MANGCHEFER,EQ,69.85,2868495.85,41201
MANGLMCEM,EQ,344.15,15745008.55,44827
MANGTIMBER,EQ,33.05,397365.6,11809
MANINDS,EQ,126.55,85785530.3,685151
MANINFRA,EQ,57.6,16263188.75,280915
MANPASAND,EQ,395.5,18888132.8,47119
MANUGRAPH,EQ,50.6,368787.8,7188
MARALOVER,EQ,38.5,603423.55,15499
MARATHON,EQ,480.85,5139115.75,10619
MARKSANS,EQ,38.15,151675433.6,3947424
MASFIN,EQ,616.45,7585825.1,12379
MASTEK,EQ,498.2,214232805.2,423678
MATRIMONY,EQ,861.05,766378.9,885
MAWANASUG,EQ,62.2,9291306.15,147503
MAXINDIA,EQ,98.75,114453100.3,1120853
MAXVIL,EQ,81.35,22774217,278885
MAYURUNIQ,EQ,506.7,3352341.75,6616
MAZDA,EQ,375.9,2145692.15,5674
MBECL,BE,62.6,3060973.35,48587
MBLINFRA,EQ,25.3,1585850.7,62458
MCDHOLDING,EQ,40.4,1083810.45,26544
MCLEODRUSS,EQ,169.5,47651311.7,280825
MCX,EQ,742.6,334714356.1,452544
MEGASOFT,EQ,14.5,467138.65,31277
MEGH,EQ,100.85,150107797,1476156
MENONBE,EQ,104.35,5374701.05,51000
MEP,EQ,91,40472738.35,442760
MERCATOR,EQ,35.65,45591413.35,1276661
MERCK,EQ,1448.95,34768954.05,23824
METALFORGE,EQ,29.2,374508.05,12663
METKORE,EQ,3.65,894205.5,239545
MFSL,EQ,500.75,698293467.7,1379325
MGL,EQ,1021,110335856.1,107265
MHHL,SM,50.4,1814400,36000
MHRIL,EQ,308.25,18317546.4,59506
MIC,EQ,7.35,4183379.15,577862
MIDCAPIWIN,EQ,71.77,552774.64,7694
MILTON,SM,27,329600,12000
MINDACORP,EQ,189.85,63529628.4,330310
MINDAIND,EQ,1098,82286322.35,73879
MINDTECK,EQ,68,649005.15,9519
MINDTREE,EQ,713.2,498936154.8,700799
MIRCELECTR,EQ,51.35,67825978.95,1327024
MIRZAINT,EQ,133.65,14951492.1,110941
MKPL,SM,73,1166100,16000
MMFL,EQ,1079.95,5638144.2,5283
MMTC,EQ,54.95,34154680.9,618242
MOHITIND,EQ,36.6,5535232.7,150236
MOHOTAIND,EQ,314.85,1382969.1,4335
MOIL,EQ,224.1,71823614.05,318522
MOKSH,SM,42.5,1315050,30000
MOLDTECH,EQ,61.6,685578,11050
MOLDTKPAC,EQ,335.8,12683630,37349
MONNETISPA,EQ,26.35,10171520.1,384731
MONSANTO,EQ,2488.6,65123791.35,26063
MONTECARLO,EQ,561.3,12330199.85,21858
MORARJEE,EQ,50.25,2607364.75,51091
MOREPENLAB,EQ,35.6,106235479.8,2964074
MOSERBAER,BE,4.5,538722,119051
MOTILALOFS,EQ,1139.15,128691812,112829
MOTOGENFIN,EQ,37.45,189003.5,4965
MPHASIS,EQ,862.8,101101121,115328
MPSLTD,EQ,570.3,2915110,5108
MPTODAY,SM,128.7,14344900,110000
MRO-TEK,BE,23.75,7175,300
MRPL,EQ,118.05,77484913.8,656619
MSPL,EQ,22.05,571816.75,25615
MTEDUCARE,EQ,70.05,68602421.8,973481
MTNL,EQ,22.25,25666266.4,1141174
MUKANDENGG,EQ,43.2,3099562.9,71745
MUKANDLTD,EQ,75.75,15442285.9,201306
MUKTAARTS,EQ,79.05,7089094.6,87577
MUNJALAU,EQ,77.55,5472250,70824
MUNJALSHOW,EQ,230.25,11822178.5,50672
MURUDCERA,EQ,41.3,3219891.9,76976
MUTHOOTCAP,EQ,741,5866496.5,7901
MUTHOOTFIN,EQ,407.7,148836267.9,362414
MUTHOOTFIN,NB,1851.25,55537.5,30
MVL,BE,0.45,42393.95,102778
N100,EQ,488.3,289875.72,598
NABARD,N2,1179.7,1521676.15,1293
NACLIND,EQ,44.35,5579492.85,123296
NAGAFERT,EQ,18.15,10315450,572533
NAGAROIL,EQ,4.55,19631958.05,4462263
NAGREEKCAP,EQ,43.1,749756.5,17400
NAGREEKEXP,EQ,38.15,1090839.5,28963
NAHARCAP,EQ,149.25,1503576.65,9935
NAHARINDUS,EQ,89.2,4198445.45,46533
NAHARPOLY,EQ,63.4,1093546.65,16921
NAHARSPING,EQ,107.75,5941290.6,54958
NAKODA,EQ,0.4,230117.45,556612
NANDANI,SM,88.75,2789000,32000
NATCOPHARM,EQ,796.1,445634195.9,569061
NATHBIOGEN,EQ,496.8,37115860.25,73467
NATIONALUM,EQ,70,597962398.1,8466598
NATNLSTEEL,EQ,37.55,2281303.35,61276
NAUKRI,EQ,1226.75,33087517.5,27113
NAVINFLUOR,EQ,776.8,14059921.6,17936
NAVKARCORP,EQ,170.85,25793117.5,149303
NAVNETEDUL,EQ,141.15,4170133.5,29436
NBCC,EQ,203.9,278469142.4,1354638
NBIFIN,EQ,1761.45,2276949.35,1310
NBVENTURES,EQ,146,23911121.5,160676
NCC,EQ,125.1,1158759997,9234393
NCLIND,EQ,241.15,12496640.45,51587
NDGL,EQ,1653.75,3082133.4,1876
NDL,EQ,147.7,41416890.05,273217
NDTV,EQ,44.8,2839183.65,62430
NECCLTD,EQ,26.45,1681993.7,62835
NECLIFE,EQ,31.15,5872860.05,186526
NELCAST,EQ,81.1,6863893.45,84224
NELCO,EQ,163.95,170317666.8,1016922
NESCO,EQ,588.15,18358084.6,31174
NESTLEIND,EQ,7592.85,588144895.2,76991
NETWORK18,EQ,49.5,30960914,621309
NEULANDLAB,EQ,714.1,8121873.85,11341
NEWGEN,EQ,234.05,21754724.35,91927
NEXTMEDIA,EQ,17.1,357199.35,21043
NFL,EQ,63.35,33951059.45,532864
NH,EQ,306.7,14804229.15,48328
NHAI,NE,1151.9,1687890.55,1465
NHAI,NA,1182.1,2975176.59,2516
NHAI,N8,1127.49,2846154.92,2520
NHAI,N1,1100.6,37480496.73,34062
NHAI,N3,1156,47937,40
NHAI,N2,1179,3952300.55,3345
NHAI,N6,1280.31,2234815.8,1747
NHAI,N5,1225.2,69580.6,56
NHBTF2014,N6,6406.33,2967774.9,460
NHPC,N5,1272,145867.36,115
NHPC,N6,1330,65190,49
NIACL,EQ,708.6,37761835.3,52925
NIBL,EQ,25.6,58778.8,2279
NIF100IWIN,EQ,113.5,149624.15,1300
NIFTYBEES,EQ,1082.69,151833633.3,140006
NIFTYIWIN,EQ,107.45,2458663.87,22685
NIITLTD,EQ,93.05,33716693.9,357846
NIITTECH,EQ,820.3,1047041363,1264192
NILAINFRA,EQ,21.8,30952966.2,1406901
NILKAMAL,EQ,1753.75,30497726.65,17158
NIPPOBATRY,EQ,932.2,1130529.5,1209
NITCO,EQ,122.25,54730666.6,434641
NITESHEST,BE,13.35,2372601.05,173462
NITINFIRE,EQ,5.85,1647430.15,277295
NITINSPIN,EQ,109.25,9655670.7,88078
NKIND,EQ,49.8,143706.65,2856
NLCINDIA,EQ,98.7,66554572.3,676765
NOCIL,EQ,186.85,162906790.1,864870
NOIDATOLL,EQ,12.8,1735639.8,136670
NRAIL,EQ,459.15,6217486.55,13415
NRBBEARING,EQ,160.2,20778275.3,128191
NSIL,EQ,1166.35,376421.6,322
NTL,EQ,4.2,205545.05,48686
NTPC,N7,13.63,324802.89,23826
NTPC,N6,1271.24,387975.79,305
NTPC,ND,1157.25,72929.5,63
NUCLEUS,EQ,435.85,16241753.35,37330
NUTEK,EQ,1.25,209310.9,167406
NV20IWIN,EQ,48.17,60153.86,1238
OBEROIRLTY,EQ,479,33734589.45,70056
OCCL,EQ,1242.5,2599148.7,2088
OCL,EQ,1304.65,5686252.95,4284
OILCOUNTUB,EQ,43,3977830.65,92792
OISL,EQ,3.85,191710.15,50377
OMAXAUTO,BE,172.55,8088576.3,46618
OMAXE,EQ,228.6,115200482.3,501220
OMKARCHEM,EQ,39.2,8888215.25,221973
OMMETALS,EQ,58.35,4815888.75,81344
ONELIFECAP,EQ,26.5,136260.35,5014
ONEPOINT,SM,79,1747400,22000
ONMOBILE,EQ,51.35,117564318.5,2253609
ONWARDTEC,EQ,96.35,3321713.55,33709
OPTIEMUS,BE,260.55,3108959.55,11913
OPTOCIRCUI,EQ,9.9,2823842.4,284783
ORBTEXP,EQ,159.4,1336805.15,8530
ORCHIDPHAR,BZ,16.9,541892,32194
ORICONENT,EQ,62.25,33787030.55,538709
ORIENTABRA,EQ,46.25,1572922.65,33707
ORIENTALTL,EQ,14.85,36414.15,2487
ORIENTBANK,EQ,105.55,475558716.4,4529440
ORIENTBELL,EQ,299.45,2936735.5,9714
ORIENTCEM,EQ,150.1,11435101.15,75581
ORIENTHOT,EQ,51.65,5408735.1,102961
ORIENTLTD,EQ,216.9,757787.85,3468
ORIENTPPR,EQ,38.15,15237650.95,404528
ORIENTREF,EQ,170.7,4756690.55,27762
ORISSAMINE,EQ,1716.2,11572118.7,6724
ORTEL,EQ,28.45,4011855.35,143420
ORTINLABSS,EQ,21.55,314445.1,14459
OSWALAGRO,BE,13.5,25045,1850
PAEL,BE,7.7,138.6,18
PAGEIND,EQ,22201.6,292321545.8,13084
PAISALO,EQ,276.15,6734855.6,24228
PALASHSECU,EQ,74.35,283230.1,3864
PALREDTEC,EQ,94.05,1093063.65,11350
PANACEABIO,EQ,327.45,121377529.1,359676
PANACHE,SM,110,1760000,16000
PANAMAPET,EQ,192.45,4022540.75,20766
PANORAMUNI,EQ,8.85,129873.65,14410
PAPERPROD,EQ,344.2,10567817.45,30616
PARABDRUGS,EQ,8.2,393415.1,48313
PARACABLES,EQ,15.2,1179865.55,77396
PARAGMILK,EQ,286,73301535.05,253241
PARSVNATH,EQ,23.05,16477020.9,693808
PATELENG,EQ,75.05,26400578.5,344703
PATINTLOG,EQ,69.25,1120037.9,16114
PATSPINLTD,EQ,22.05,243870.6,11036
PBAINFRA,EQ,17.7,68287.75,3932
PCJEWELLER,EQ,381,5866010435,15799584
PDMJEPAPER,EQ,28.75,1605050.75,55796
PDPL,EQ,20.25,22375.1,1098
PDSMFL,EQ,287.35,2930953.05,10221
PDUMJEIND,EQ,16.05,1109271.95,68433
PEARLPOLY,BE,31.95,338434.05,10706
PENIND,EQ,60.95,17824769.85,286706
PENINLAND,EQ,29.55,18340841.55,626081
PENPEBS,EQ,87.95,5671448.9,63846
PERSISTENT,EQ,764.35,37803976.25,48859
PETRONENGG,EQ,122.5,386435.3,3147
PFC,N5,1185,47399.7,40
PFC,N4,1100,330000,300
PFC,N8,1268.21,126821.75,100
PFIZER,EQ,2315.15,34446993.35,14924
PFOCUS,EQ,103.05,6978256.55,67294
PFS,EQ,32.35,26440570.3,810865
PGEL,EQ,307.65,5003992.85,15958
PGIL,EQ,115.1,886275.65,7615
PHILIPCARB,EQ,1191.15,370458933.8,310528
PHOENIXLTD,EQ,605.8,8072617.4,13300
PIIND,EQ,870.95,281646215.4,329304
PILANIINVS,BE,2806.7,1565115.2,553
PILITA,BE,15.7,445839.8,28107
PINCON,EQ,35.15,9164020.45,258007
PIONDIST,EQ,181.35,883120.45,4809
PIONEEREMB,EQ,37.85,367171.6,9696
PITTILAM,EQ,88.35,6702360.8,73971
PKTEA,BE,439.6,1353189.15,3032
PLASTIBLEN,EQ,203.45,1183743.4,5812
PNBGILTS,EQ,38.25,10040824.6,262650
PNBHOUSING,EQ,1192.4,428678474.6,360605
PNC,EQ,20.55,26948.65,1312
PNCINFRA,EQ,168.35,22733166.65,133122
POCHIRAJU,BE,5.85,28372.5,4850
PODDARHOUS,EQ,1159.4,12288039.35,10705
PODDARMENT,EQ,287.55,975034.85,3377
POKARNA,EQ,212.35,10695141.6,49746
POLARIS,EQ,469.9,52704664.1,112133
POLYMED,EQ,244.75,2641375.8,10803
POLYPLEX,EQ,489.8,28070350.7,56769
PONNIERODE,EQ,165.35,569215.55,3412
POWERMECH,EQ,868.05,4129354.75,4762
PPAP,EQ,551.8,12490539.7,22423
PRABHAT,EQ,174.6,32645130,186050
PRADIP,BE,2.45,20232,8195
PRAENG,EQ,13.5,786275.85,57935
PRAJIND,EQ,92.3,69253497.8,745576
PRAKASH,EQ,220.05,943490350.1,4194341
PRAKASHCON,EQ,7.65,3903341,506333
